Marca;Modelo;Motor;Combustible;Elemento;Denominacion;Codigo Man;Codigo Wix;Descripcion
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;;Filtro de combustible;F;WK 48/3;WF8140;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;Nafta;Filtro de aire;A;C 2496;WA10536;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;Nafta;Filtro de aceite;O;W 7053;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;Nafta;Filtro de aceite;O;W 7053;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3;;Filtro de aire;A;C 2120;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 8V;;Filtro de combustible;F;WK 48/3;WF33160;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 8V Gasolina;Nafta;Filtro de combustible;F;WK 513;WF10309;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 8V Gasolina;Nafta;Filtro de aire;A;C 2496;WA10536;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 8V Gasolina;Nafta;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 8V Gasolina;Nafta;Filtro de aceite;O;W 610/10;WL10489A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 CL / TR;;Filtro de aire;A;C 2120;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 CL / TR;;Filtro de combustible;F;WK 42/1;WF8140;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 CL / TR;;Filtro de aceite;O;W 910/1;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 D;Diesel;Filtro de combustible;F;WK 842;WF8042;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 D;Diesel;Filtro de combustible;F;WK 842/2;WF8042;Parcialmente / o
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 D;Diesel;Filtro de aceite;O;W 920/21;WL7067;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 Fire (version G.N.C.);;Filtro de aceite;O;W 7053;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 Fire (version G.N.C.);;Filtro de aire;A;C 2496;WA10536;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 Fire (version G.N.C.);;Filtro de combustible;F;WK 513;WF10309;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.3 Fire (version G.N.C.);;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4;Nafta;Filtro de aire;A;C 2120;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4;Nafta;Filtro de aceite;O;W 713/4;WL7324;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4;Nafta;Filtro de combustible;F;WK 42/1;WF8140;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 70 i.e.;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 70 i.e.;Nafta;Filtro de aire;A;C 2496;WA10536;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 70 i.e.;Nafta;Filtro de combustible;F;WK 613/1;WF8032;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 70 i.e.;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 Spazio;;Filtro de combustible;F;WK 42/1;WF8140;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 Spazio;;Filtro de aceite;O;W 713/4;WL7324;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.4 Spazio;;Filtro de aire;A;C 2120;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;Diesel;Filtro de combustible;F;WK 842;WF8042;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;Diesel;Filtro de combustible;F;WK 842/2;WF8042;Parcialmente / o
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;Diesel;Filtro de aceite;O;W 920/21;WL7067;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;;Filtro de combustible;F;WK 836;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;;Filtro de aceite;O;W 920/21;WL7067;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D;;Filtro de aire;A;C 2973;WA10473;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D 60;Diesel;Filtro de aceite;O;W 920/21;WL7067;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D 60;Diesel;Filtro de aire;A;C 2973;WA10473;
FIAT;Fiorino / Spazio / Vivace (127/146/147);1.7 D 60;Diesel;Filtro de combustible;F;WK 842/2;WF8042;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Pick up Diesel;;Hidráulico;H;W 920/21;WL7067;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Pick up Diesel;;Filtro de combustible;F;WK 842/2;WF8042;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Pick up Diesel;;Filtro de combustible;F;WK 842;WF8042;Parcialmente / o
FIAT;Fiorino / Spazio / Vivace (127/146/147);Vivace;;Filtro de aceite;O;W 910/1;#N/A;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Vivace;;Filtro de aire;A;C 1241;WA10457;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Vivace;;Filtro de combustible;F;WK 42/1;WF8140;
FIAT;Fiorino / Spazio / Vivace (127/146/147);Vivace;;Filtro de aire;A;C 2120;WA10457;
FIAT;Grand Siena;1.4 Fire Evo;;Filtro de aire de cabina;CA;CUK 20 011;WP2091;
FIAT;Grand Siena;1.4 Fire Evo;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Grand Siena;1.4 Fire Evo;;Filtro de combustible;F;WK 510;WF10307;
FIAT;Grand Siena;1.4 Fire Evo;;Filtro de aire;A;C 29 003/1;WA10506;
FIAT;Grand Siena;1.4 Fire Evo;;Filtro de aceite;O;W 610/10;WL10489A;
FIAT;Grand Siena;1.6 E-Torq 16V;;Filtro de aire;A;C 37 001/1;WA10455;
FIAT;Grand Siena;1.6 E-Torq 16V;;Filtro de aire de cabina;CA;CUK 20 011;WP2091;
FIAT;Grand Siena;1.6 E-Torq 16V;;Filtro de aceite;O;HU 816/2 x;WL7300;
FIAT;Grand Siena;1.6 E-Torq 16V;;Filtro de combustible;F;WK 510;WF10307;
FIAT;Idea (135/235);1.4 8v Fire;Nafta;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Idea (135/235);1.4 8v Fire;Nafta;Filtro de combustible;F;WK 58;WF10295;
FIAT;Idea (135/235);1.4 8v Fire;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Idea (135/235);1.4 8v Fire;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Idea (135/235);1.4 8v Fire;Nafta;Filtro de aceite;O;W 610/10;WL10489A;
FIAT;Idea (135/235);1.6 16V E.torQ;Nafta/Flexi;Filtro de combustible;F;WK 510;WF10307;
FIAT;Idea (135/235);1.6 16V E.torQ;Nafta/Flexi;Filtro de aceite;O;HU 816/2 x;WL7300;
FIAT;Idea (135/235);1.6 16V E.torQ;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Idea (135/235);1.6 16V E.torQ;Nafta/Flexi;Filtro de aire;A;C 37 001/1;WA10455;
FIAT;Idea (135/235);1.8 16V E.torQ;Nafta/Flexi;Filtro de aceite;O;HU 816/2 x;WL7300;
FIAT;Idea (135/235);1.8 16V E.torQ;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Idea (135/235);1.8 16V E.torQ;Nafta/Flexi;Filtro de aire;A;C 37 001/1;WA10455;
FIAT;Idea (135/235);1.8 16V E.torQ;Nafta/Flexi;Filtro de combustible;F;WK 510;WF10307;
FIAT;Idea (135/235);1.8 8V MPI;Nafta/Flexi;Filtro de aceite;O;W 712/75;WL10694A;
FIAT;Idea (135/235);1.8 8V MPI;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Idea (135/235);1.8 8V MPI;Nafta/Flexi;Filtro de aire;A;C 2585;WA48010;
FIAT;Idea (135/235);1.8 8V MPI;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
FIAT;Linea (323);1.8 16V E.torQ;Nafta/Flexi;Filtro de combustible;F;WK 510;WF10307;
FIAT;Linea (323);1.8 16V E.torQ;Nafta/Flexi;Filtro de aire;A;C 37 001/1;WA10455;
FIAT;Linea (323);1.8 16V E.torQ;Nafta/Flexi;Filtro de aire de cabina;CA;CU 20 001/1;WP9320;
FIAT;Linea (323);1.8 16V E.torQ;Nafta/Flexi;Filtro de aceite;O;HU 816/2 x;WL7300;
FIAT;Linea (323);1.8 16V E.torQ;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2040;WP9320;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de aire;A;C 22 113;#N/A;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de aire de cabina;CA;CU 20 001/1;WP9320;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Linea (323);1.9 16V;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2040;WP9320;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de aceite;O;W 7053;WL7086;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de aire;A;C 22 113;#N/A;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de aire de cabina;CA;CU 20 001/1;WP9320;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de combustible;F;WK 58;WF10295;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Linea (323);1.9 16V;Nafta;Filtro de aire de cabina;CA;CU 2040;WP9320;
FIAT;Marea (185);1.6 SX 16V;;Filtro de aire de cabina;CA;CU 2951;WP6870;Parcialmente / o
FIAT;Marea (185);1.6 SX 16V;;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6 SX 16V;;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6 SX 16V;;Filtro de aire de cabina;CA;CUK 2951;WP6870;
FIAT;Marea (185);1.6 SX 16V;;Filtro de aire;A;C 25 100/1;WA6737;
FIAT;Marea (185);1.6 SX 16V;;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Marea (185);1.6 SX 16V;;Filtro de combustible;F;WK 854/6;WF8277;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de combustible;F;WK 512;WF8101;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire;A;C 25 100/1;WA6737;Atmósera con mucho polvo
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire;A;C 25 100/1;WA6737;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aceite;O;W 7053;WL7086;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CU 2951;WP6870;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aire de cabina;CA;CUK 2951;WP6870;Parcialmente / o
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Marea (185);1.6i 16V;Nafta;Filtro de combustible;F;WK 512;WF8101;
FIAT;Marea (185);1.9 JTD 105;Diesel;Filtro de aire;A;C 25 100/1;WA6737;Atmósera con mucho polvo
FIAT;Marea (185);1.9 JTD 105;Diesel;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Marea (185);1.9 JTD 105;Diesel;Filtro de combustible;F;WK 853/8;WF8179;
FIAT;Marea (185);1.9 JTD 105;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 JTD 105;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aire;A;C 25 100/1;WA6737;
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de combustible;F;WK 853/8;WF8179;
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Parcialmente / o
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 JTD ELX;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aceite;O;W 7053;WL7086;
FIAT;Marea (185);1.9 TD;Diesel;Filtro de combustible;F;WK 836;#N/A;
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Parcialmente / o
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Marea (185);1.9 TD;Diesel;Filtro de aire;A;C 25 100/1;WA6737;
FIAT;Marea (185);1.9 TD 100;Diesel;Filtro de aire;A;C 25 100/1;WA6737;Atmósera con mucho polvo
FIAT;Marea (185);1.9 TD 100;Diesel;Filtro de combustible;F;WK 842/2;WF8042;
FIAT;Marea (185);1.9 TD 100;Diesel;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Marea (185);1.9 TD 100;Diesel;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);1.9 TD 100;Diesel;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire;A;C 25 100/1;WA6737;Atmósera con mucho polvo
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aceite;O;W 712/16;WL7086;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire;A;C 25 100/1;WA6737;Atmósera con mucho polvo
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aceite;O;W 714/4;WL7086;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aceite;O;W 712/16;WL7086;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de combustible;F;WK 512;WF8101;
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire de cabina;CA;CUK 2951;WP6870;Volante a la izquierda
FIAT;Marea (185);2.0 20V;Nafta;Filtro de aire de cabina;CA;CU 2951;WP6870;Volante a la izquierda
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de aire de cabina;CA;CUK 20 011;WP2091;
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de aire;A;C 29 003/1;WA10506;
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de combustible;F;WK 58/6;WF10295;
FIAT;Mobi;1.0;Nafta/Flexi;Filtro de aceite;O;W 610/10;WL10489A;
FIAT;Multipla (186);1.6 16V;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Multipla (186);1.6 16V;Nafta;Filtro de aceite;O;W 7053;WL7086;
FIAT;Multipla (186);1.9 JTD;Diesel;Filtro de combustible;F;WK 853/8;WF8179;
FIAT;Multipla (186);1.9 JTD;Diesel;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Palio;1.0 16V MPI EX-EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.0 16V MPI EX-EXL Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.0 16V MPI EX-EXL Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.0 16V MPI EX-EXL Fire;;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.0 8V EX Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.0 8V EX Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.0 8V EX Fire;;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.3 16V EXL Fire;;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.3 16V EXL Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.3 16V EXL Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.3 16V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.3 16V MPI EXL Fire;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.3 16V MPI EXL Fire;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.3 16V MPI EXL Fire;Nafta;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.3 16V MPI EXL Fire;Nafta;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.3 8V MPI;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.3 8V MPI;Nafta/Flexi;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.3 8V MPI;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.3 8V MPI;Nafta/Flexi;Filtro de aceite;O;W 610/3;#N/A;
FIAT;Palio;1.4 8V MPI Fire;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.4 8V MPI Fire;Nafta/Flexi;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.4 8V MPI Fire;Nafta/Flexi;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.4 8V MPI Fire;Nafta/Flexi;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.4 8V MPI Fire;Nafta/Flexi;Filtro de aceite;O;W 610/10;WL10489A;
FIAT;Palio;1.4 Groove;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.4 Groove;Nafta;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio;1.4 Groove;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.4 Groove;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire;A;C 37 001/1;WA48010;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.6 16V;Nafta;Filtro de aceite;O;HU 816/2 x;WL7086;
FIAT;Palio;1.6 16V;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Palio;1.6 16V;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.6 16V;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Palio;1.6 16V;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;Parcialmente / o
FIAT;Palio;1.6 16V;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.6 16V;Nafta;Filtro de aceite;O;HU 816/2 x;WL7086;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.6 16V;Nafta;Filtro de aire;A;C 37 001/1;WA48010;
FIAT;Palio;1.6 16V MPI Gasolina;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Palio;1.6 16V MPI Gasolina;Nafta;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.6 16V MPI Gasolina;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.6 16V MPI Gasolina;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.6 16V MPI Gasolina;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Palio;1.6 8V SPI Gasolina;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Palio;1.6 8V SPI Gasolina;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio;1.6 8V SPI Gasolina;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.6 8V SPI Gasolina;Nafta;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de combustible;F;WK 842;WF33472;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de combustible;F;WK 842;WF33472;
FIAT;Palio;1.7 TDI 72 cv;;Filtro de aceite;O;W 714/4;#N/A;
FIAT;Palio;1.8 8V;Nafta;Filtro de aceite;O;W 712/75;WL10694A;
FIAT;Palio;1.8 8V;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.8 8V;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.8 8V;Nafta;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.8 MPI 8V;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio;1.8 MPI 8V;;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio;1.8 MPI 8V;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio;1.8 MPI 8V;;Filtro de aceite;O;W 712/75;WL10694A;
FIAT;Palio (178);1.0;Nafta;Filtro de aceite;O;W 7058;WL7086;
FIAT;Palio (178);1.0;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.0;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio (178);1.0;Nafta;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Palio (178);1.0;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.0 16V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio (178);1.0 8V EXL Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.0 8V EXL Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio (178);1.0 8V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio (178);1.0 8V EXL Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.0 8V EXL Fire;;Filtro de combustible;F;WK 58;WF10295;
FIAT;Palio (178);1.0 MPI 8V Young Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;
FIAT;Palio (178);1.0 MPI 8V Young Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.0 MPI 8V Young Fire;;Filtro de aceite;O;W 610/3;WL10489A;
FIAT;Palio (178);1.0 MPI 8V Young Fire;;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio (178);1.0 MPI 8V Young Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aceite;O;W 7058;WL10489A;
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aceite;O;W 713/16;WL10489A;Parcialmente / o. Altura: 100 mm
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aceite;O;W 712/16;WL10489A;Parcialmente / o. Altura: 74 mm
FIAT;Palio (178);1.3 16V Fire;;Filtro de aceite;O;W 712/47;WL7086;
FIAT;Palio (178);1.3 16V Fire;;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio (178);1.3 16V Fire;;Filtro de aceite;O;W 713/16;WL7086;
FIAT;Palio (178);1.3 16V Fire;;Filtro de aceite;O;W 712/16;WL7086;
FIAT;Palio (178);1.3 16V Fire;;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.3 16V Fire;;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aire de cabina;CA;CU 2629;WP9280;Con aire acondicionado
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aceite;O;W 610/3;WL10489A;Parcialmente / o. Altura: 90 mm
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de combustible;F;WK 510;WF10307;
FIAT;Palio (178);1.3 16V Fire;Nafta;Filtro de aire;A;C 2585;WA48010;
FIAT;Palio (178);1.3 JTD Multijet;Diesel;Filtro de combustible;F;PU 723 x;WF8366;
FIAT;Palio (178);1.3 JTD Multijet;Diesel;Filtro de aceite;O;HU 713/1 x;WL7429;
